source,path,reason
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/1bb271cf-e12d-4536-a164-9a6a87002cd0___Com.G_SpM_FL 1593_flipTB.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/1bbcbd22-5959-4ae4-a044-85f81a1a02dd___Com.G_SpM_FL 9319.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/1bbcbd22-5959-4ae4-a044-85f81a1a02dd___Com.G_SpM_FL 9319_flipTB.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/1d7350c2-9ca5-42c8-89bd-6c6f94dd6459___Com.G_SpM_FL 8803_flipTB.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/1e06dafa-f977-4354-992e-3271f34a2344___Com.G_SpM_FL 9601.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/1e06dafa-f977-4354-992e-3271f34a2344___Com.G_SpM_FL 9601_flipTB.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/1e0febc9-f544-45bb-9a39-69722d288393___Com.G_SpM_FL 1578.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/1e0febc9-f544-45bb-9a39-69722d288393___Com.G_SpM_FL 1578_flipTB.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/1e2f0007-3bba-4d4c-b533-879a2be8ac04___Com.G_SpM_FL 9603_flipTB.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/1ea67ad6-cd45-45f3-a5a0-30474042f0fc___Com.G_SpM_FL 9389_180deg.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/1efb352f-b742-4654-a61d-bd9d8f38049b___Com.G_SpM_FL 8638.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/1efb352f-b742-4654-a61d-bd9d8f38049b___Com.G_SpM_FL 8638_180deg.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/1efb352f-b742-4654-a61d-bd9d8f38049b___Com.G_SpM_FL 8638_flipTB.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/1f79e619-5551-4d1e-b5f9-9f097781a967___Com.G_SpM_FL 8451.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/1f79e619-5551-4d1e-b5f9-9f097781a967___Com.G_SpM_FL 8451_flipTB.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/1fd449fe-904b-4df4-bdb1-a6b5c701efab___Com.G_SpM_FL 9346.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/1fd449fe-904b-4df4-bdb1-a6b5c701efab___Com.G_SpM_FL 9346_flipTB.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/208a5b88-1c05-4cdb-b43b-aacc6ee5647d___Com.G_SpM_FL 9280.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/2141c98c-1ff5-405e-9fe7-06dd14099edc___Com.G_SpM_FL 8984.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/22219bbe-58a4-4818-b080-05ac837ef496___Com.G_SpM_FL 1261.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/222f7028-4365-4d2e-ba07-aeb02d58f3f3___Com.G_SpM_FL 8636.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/22b23f84-bbc6-4089-8b83-02d62411f525___Com.G_SpM_FL 8600.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/2323078c-6ad7-4135-8310-e4bc33be299d___Com.G_SpM_FL 9647.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/23e37ceb-929f-43ad-86fb-7bb3b9b97820___Com.G_SpM_FL 9297.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/23e686ff-5f19-4bda-a1f5-b66aa15b48ad___Com.G_SpM_FL 1773.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/24fa8aac-1c5b-4bf4-81e1-be5d658e1838___Com.G_SpM_FL 9602.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/27644d9c-5518-4df3-9391-16bc2cba20f8___Com.G_SpM_FL 1741.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/28bf7171-b342-4e85-95f9-bef10104b93e___Com.G_SpM_FL 1652.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/293ff774-ec52-4d5e-bc01-f7ca230b94b5___Com.G_SpM_FL 9656.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/298f6d1d-401b-498a-9909-a0e53ba0424c___Com.G_SpM_FL 8940.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/2a6aa96a-1916-4d47-932a-9eda7ca46c91___Com.G_SpM_FL 8497_180deg.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/2b86b68a-c9a0-4b37-82b6-667de062f30f___Com.G_SpM_FL 8580.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/2b86b68a-c9a0-4b37-82b6-667de062f30f___Com.G_SpM_FL 8580_flipTB.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/2bc44ebe-0c50-4e13-b174-c7af34098ed9___Com.G_SpM_FL 9399_flipTB.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/2c2f7f98-8c5b-4981-bb74-f827c5f963fe___Com.G_SpM_FL 8734_180deg.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/2cd8d4c9-6eb7-4ed2-808f-df3ae1aedf7a___Com.G_SpM_FL 9621.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/2cd8d4c9-6eb7-4ed2-808f-df3ae1aedf7a___Com.G_SpM_FL 9621_flipTB.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/2db25538-8655-4530-95e8-025d428e158c___Com.G_SpM_FL 9522.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/2db25538-8655-4530-95e8-025d428e158c___Com.G_SpM_FL 9522_flipTB.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/2e1daff5-2bc2-4c45-8563-7c6a7a929ddf___Com.G_SpM_FL 9261.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/2e1daff5-2bc2-4c45-8563-7c6a7a929ddf___Com.G_SpM_FL 9261_flipTB.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/2e9248a1-78c7-4aa8-a696-ab96c6947ceb___Com.G_SpM_FL 8629_180deg.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/2fad548e-ff9d-4f86-9831-3ce68a76da57___Com.G_SpM_FL 1203_180deg.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/312bee2d-2595-4d86-992f-cca44dbaad4a___Com.G_SpM_FL 9492.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/3237c6fb-59b2-404a-8cbc-81f5e61304d0___Com.G_SpM_FL 8611.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/33e0bed5-9b9e-46ba-9f85-42f86d6f06eb___Com.G_SpM_FL 9453.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/340c0ead-05e3-4900-94c3-56bcba8293e6___Com.G_SpM_FL 9425.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/35b5d6a8-e3ef-4c39-86ce-25b4632e7cab___Com.G_SpM_FL 1176.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/3621f0bd-8e40-4b1b-a6d4-23651e3b2dc2___Com.G_SpM_FL 8696.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/36c530f3-b5e1-414b-ab82-198e8d66ebab___Com.G_SpM_FL 8460.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/3737ae01-5cc2-4a6a-b373-b1fae745972d___Com.G_SpM_FL 8576.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/3816382b-fc42-4661-b2fe-de651d2ca2ba___Com.G_SpM_FL 9294.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/381feee3-bdda-4e1a-82f6-1ddd62152b63___Com.G_SpM_FL 1256.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/3861fe05-3c70-4ca0-9729-30cbf67e475a___Com.G_SpM_FL 1564.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/38be0c62-a8ce-49db-8187-294abc382ad6___Com.G_SpM_FL 8895.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/3960b465-88b7-4198-97dd-42eaac16065f___Com.G_SpM_FL 8419.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/39f1d7a1-98b3-48b8-91eb-3fed9bbbc6d4___Com.G_SpM_FL 1556.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/3a2b3d76-060b-41c2-b6e5-44149f209b73___Com.G_SpM_FL 1321_flipTB.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/3aad576c-3189-4b78-a5df-c9bac0078612___Com.G_SpM_FL 1430.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/3aad576c-3189-4b78-a5df-c9bac0078612___Com.G_SpM_FL 1430_180deg.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/3aad576c-3189-4b78-a5df-c9bac0078612___Com.G_SpM_FL 1430_flipTB.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/3bf7ca2f-8ba9-4ec1-82a4-8e8b45bc7449___Com.G_SpM_FL 9564.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/3bf7ca2f-8ba9-4ec1-82a4-8e8b45bc7449___Com.G_SpM_FL 9564_flipTB.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/3ca50b98-7e7c-4164-b53f-abf3c28b513f___Com.G_SpM_FL 1740_flipTB.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/3d06d27e-cfea-40b4-ac55-9e0dc96f6b55___Com.G_SpM_FL 8596.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/3d06d27e-cfea-40b4-ac55-9e0dc96f6b55___Com.G_SpM_FL 8596_flipTB.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/3e20bc98-68a5-4afa-8a05-eb570630bfd4___Com.G_SpM_FL 1671_180deg.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/3ef63475-d311-4af4-9a8d-48279238cba2___Com.G_SpM_FL 1580.JPG,near-duplicate
plantvillage vs holdout,/kaggle/input/datasets/vipoooool/new-plant-diseases-dataset/New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Tomato___Spider_mites Two-spotted_spider_mite/3ef63475-d311-4af4-9a8d-48279238cba2___Com.G_SpM_FL 1580_flipTB.JPG,near-duplicate
